-25.283930000	-57.559360000
-25.283750000	-57.560440000
-25.283760000	-57.560590000
-25.283760000	-57.560590000
-25.283790000	-57.560590000
-25.283920000	-57.560600000
-25.283980000	-57.560610000
-25.284240000	-57.560700000
-25.284300000	-57.560720000
-25.284630000	-57.560850000
-25.284630000	-57.560850000
-25.284370000	-57.561610000
-25.283970000	-57.562720000
-25.283640000	-57.563750000
-25.283620000	-57.563800000
-25.283590000	-57.563930000
-25.283530000	-57.564090000
-25.283460000	-57.564290000
-25.283380000	-57.564470000
-25.283410000	-57.564710000
-25.283440000	-57.564950000
-25.283450000	-57.564980000
-25.283470000	-57.565170000
-25.283500000	-57.565390000
-25.283530000	-57.565600000
-25.283550000	-57.565780000
-25.283640000	-57.566370000
-25.283670000	-57.566460000
-25.283730000	-57.566680000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.283920000	-57.567200000
-25.284000000	-57.567390000
-25.284190000	-57.567810000
-25.284210000	-57.567840000
-25.284420000	-57.568220000
-25.284600000	-57.568510000
-25.284700000	-57.568650000
-25.284940000	-57.569020000
-25.285160000	-57.569340000
-25.285420000	-57.569730000
-25.285690000	-57.570160000
-25.285910000	-57.570630000
-25.286170000	-57.571180000
-25.286310000	-57.571510000
-25.286350000	-57.571680000
-25.286370000	-57.571780000
-25.286400000	-57.571900000
-25.286410000	-57.571970000
-25.286400000	-57.572100000
-25.286400000	-57.572210000
-25.286410000	-57.572370000
-25.286290000	-57.572850000
-25.286060000	-57.573790000
-25.285740000	-57.575280000
-25.285700000	-57.575440000
-25.285450000	-57.576530000
-25.285390000	-57.576780000
-25.285190000	-57.577630000
-25.285170000	-57.577690000
-25.285140000	-57.577840000
-25.285100000	-57.577980000
-25.285070000	-57.578120000
-25.285050000	-57.578250000
-25.285030000	-57.578350000
-25.285010000	-57.578470000
-25.284990000	-57.578620000
-25.284970000	-57.578780000
-25.284960000	-57.578880000
-25.284950000	-57.578990000
-25.284950000	-57.579100000
-25.284950000	-57.579190000
-25.284950000	-57.579290000
-25.284950000	-57.579360000
-25.284950000	-57.579450000
-25.284960000	-57.579580000
-25.284980000	-57.579770000
-25.285000000	-57.580060000
-25.285000000	-57.580130000
-25.285010000	-57.580200000
-25.285020000	-57.580300000
-25.285040000	-57.580530000
-25.285070000	-57.580840000
-25.285100000	-57.581080000
-25.285100000	-57.581080000
-25.287220000	-57.581310000
-25.287260000	-57.581310000
-25.287420000	-57.581350000
-25.287540000	-57.581430000
-25.287950000	-57.581680000
-25.288980000	-57.582350000
-25.289780000	-57.582880000
-25.290510000	-57.583340000
-25.291240000	-57.583730000
-25.291630000	-57.583970000
-25.292110000	-57.584270000
-25.292110000	-57.584270000
-25.292210000	-57.584330000
-25.292940000	-57.584860000
-25.293290000	-57.585080000
-25.293760000	-57.585360000
-25.294100000	-57.585570000
-25.294570000	-57.585850000
-25.294720000	-57.585930000
-25.295310000	-57.586340000
-25.296100000	-57.586850000
-25.296140000	-57.586880000
-25.296860000	-57.587360000
-25.297170000	-57.587560000
-25.297650000	-57.587870000
-25.297720000	-57.587920000
-25.298070000	-57.588110000
-25.298290000	-57.588240000
-25.298400000	-57.588290000
-25.298470000	-57.588320000
-25.298860000	-57.588450000
-25.299690000	-57.588700000
-25.299690000	-57.588700000
-25.299570000	-57.588960000
-25.299420000	-57.589360000
-25.299380000	-57.589460000
-25.299350000	-57.589520000
-25.299320000	-57.589820000
-25.299250000	-57.591140000
-25.299180000	-57.592670000
-25.299140000	-57.593480000
-25.299130000	-57.593560000
-25.299130000	-57.593560000
-25.299250000	-57.593600000
-25.299730000	-57.593770000
-25.300150000	-57.593870000
-25.300220000	-57.593890000
-25.300940000	-57.594110000
-25.301340000	-57.594240000
-25.301340000	-57.594240000
-25.301340000	-57.594250000
-25.301260000	-57.594590000
-25.301130000	-57.595060000
-25.301010000	-57.595460000
-25.300900000	-57.595840000
-25.300560000	-57.596980000
-25.300470000	-57.597300000
-25.299820000	-57.599460000
-25.299730000	-57.599750000
-25.299650000	-57.600040000
-25.299560000	-57.600460000
-25.299250000	-57.601420000
-25.299080000	-57.601990000
-25.298960000	-57.602360000
-25.298800000	-57.602870000
-25.298750000	-57.602990000
-25.298550000	-57.603480000
-25.298000000	-57.604700000
-25.298000000	-57.604700000
-25.297940000	-57.604820000
-25.298810000	-57.605180000
-25.299470000	-57.605420000
-25.299670000	-57.605490000
-25.300470000	-57.605810000
-25.301250000	-57.606130000
-25.301660000	-57.606300000
-25.301880000	-57.606390000
-25.302120000	-57.606490000
-25.303130000	-57.606900000
-25.303140000	-57.606900000
-25.304120000	-57.607310000
-25.304520000	-57.607480000
-25.304890000	-57.607660000
-25.304890000	-57.607660000
-25.304980000	-57.607690000
-25.306060000	-57.608220000
-25.306610000	-57.608470000
-25.307110000	-57.608680000
-25.307400000	-57.608780000
-25.307650000	-57.608870000
-25.307710000	-57.608900000
-25.308150000	-57.609110000
-25.308600000	-57.609400000
-25.309030000	-57.609600000
-25.309090000	-57.609620000
-25.309560000	-57.609840000
-25.310080000	-57.610070000
-25.310590000	-57.610320000
-25.311070000	-57.610530000
-25.311560000	-57.610770000
-25.312060000	-57.610980000
-25.312090000	-57.611000000
-25.312960000	-57.611390000
-25.313040000	-57.611420000
-25.313120000	-57.611470000
-25.313960000	-57.611850000
-25.314080000	-57.611900000
-25.314910000	-57.612280000
-25.315050000	-57.612350000
-25.315800000	-57.612720000
-25.315910000	-57.612770000
-25.316730000	-57.613170000
-25.316900000	-57.613270000
-25.318020000	-57.613700000
-25.318120000	-57.613740000
-25.318120000	-57.613740000
-25.318120000	-57.613750000
-25.318030000	-57.613960000
-25.317600000	-57.614870000
-25.317590000	-57.614900000
-25.317210000	-57.615820000
-25.317050000	-57.616180000
-25.316830000	-57.616690000
-25.316500000	-57.617380000
-25.316440000	-57.617530000
-25.316100000	-57.618380000
-25.316050000	-57.618490000
-25.315730000	-57.619190000
-25.315730000	-57.619190000
-25.315690000	-57.619310000
-25.315690000	-57.619310000
-25.316110000	-57.619540000
-25.316710000	-57.619880000
-25.317850000	-57.620510000
-25.317990000	-57.620590000
-25.318150000	-57.620680000
-25.318240000	-57.620730000
-25.318980000	-57.621160000
-25.319670000	-57.621570000
-25.319900000	-57.621700000
-25.320970000	-57.622320000
-25.321080000	-57.622380000
-25.321640000	-57.622750000
-25.321770000	-57.622830000
-25.322260000	-57.623140000
-25.322360000	-57.623190000
-25.322420000	-57.623230000
-25.323490000	-57.623920000
-25.323500000	-57.623930000
-25.323500000	-57.623930000
-25.323500000	-57.623960000
-25.323490000	-57.624020000
-25.323490000	-57.624070000
-25.323500000	-57.624130000
-25.323520000	-57.624200000
-25.323750000	-57.625300000
-25.323970000	-57.626220000
-25.324010000	-57.626380000
-25.324320000	-57.627830000
-25.324340000	-57.627910000
-25.324340000	-57.627940000
-25.324420000	-57.629060000
-25.324470000	-57.629900000
-25.324480000	-57.630100000
-25.324530000	-57.631360000
-25.324560000	-57.632070000
-25.324560000	-57.632070000
-25.324200000	-57.631890000
-25.324010000	-57.631810000
-25.323540000	-57.631640000
-25.323540000	-57.631640000
-25.323540000	-57.631670000
-25.323500000	-57.632300000
-25.323490000	-57.632490000
-25.323410000	-57.633370000
-25.323380000	-57.633600000
-25.323250000	-57.634360000
-25.323200000	-57.634710000
-25.323200000	-57.634740000
-25.323130000	-57.635220000
-25.323130000	-57.635220000
-25.323170000	-57.635230000
-25.323270000	-57.635250000
-25.323270000	-57.635250000
-25.323250000	-57.635630000
-25.323220000	-57.636120000
-25.323200000	-57.636260000
-25.323200000	-57.636260000
-25.323370000	-57.636360000
-25.323400000	-57.636380000
-25.323430000	-57.636390000
-25.323460000	-57.636400000
-25.323520000	-57.636410000
-25.323580000	-57.636410000
-25.323600000	-57.636420000
-25.323630000	-57.636430000
-25.323670000	-57.636460000